rb,Month,CI_max_lower,CI_max_upper
p89,1,282.3137603093514,284.05316979546234
p89,2,284.668787382742,286.5163262693928
p89,3,291.2063522803912,292.79702704058565
p89,4,295.0942642911021,296.3590087779581
p89,5,299.7364455932097,300.7229430178755
p89,6,304.4734958764348,305.17566970416004
p89,7,305.0275351378966,305.7066727603474
p89,8,305.68206245645865,306.6421375938064
p89,9,301.5804472979924,302.56202578656945
p89,10,295.3583005419685,296.6947551102798
p89,11,289.49575512527844,290.81905386061175
p89,12,284.1383080315944,285.78166760057536
