rb,Month,CI_min_lower,CI_min_upper
p125,1,267.62182791802763,269.1100928543816
p125,2,267.08875441574486,268.6595314198833
p125,3,273.08448734300146,274.65480282366343
p125,4,278.41099904213115,279.76272210267484
p125,5,284.26743418242006,285.53810899216217
p125,6,289.50912722984503,290.58242725297794
p125,7,291.8353726855463,292.75662976147873
p125,8,291.03168616577017,291.885706278853
p125,9,287.3287786972515,288.5073919890048
p125,10,281.05706652705504,282.4582419582842
p125,11,275.2970999145888,276.5596737439357
p125,12,270.3352770487364,271.705484743162
