rb,Month,CI_min_lower,CI_min_upper
p109,1,266.6717336967613,268.5695066292868
p109,2,267.34907413267297,269.3445862398046
p109,3,275.16938400436806,277.0881105839438
p109,4,279.41926385087874,281.0495586786324
p109,5,285.5575247002609,286.87199290973996
p109,6,290.088279671976,291.09368044297287
p109,7,291.6157006645103,292.56933523743226
p109,8,290.3897761913326,291.4114152834904
p109,9,286.3815477146578,287.66781514668355
p109,10,279.6192212623134,281.05508652839234
p109,11,274.2262333339144,275.6675772293584
p109,12,269.51444103167444,271.1552589599014
