rb,Month,CI_max_lower,CI_max_upper
p108,1,276.1310850054609,277.8098797307096
p108,2,277.900926954896,279.8682946688899
p108,3,287.6397015199916,289.5778762691792
p108,4,292.6871396464556,294.30775278752054
p108,5,297.66563111122247,298.94855019080666
p108,6,302.9560556288754,303.80804228094195
p108,7,304.2575167208777,305.2009454592885
p108,8,304.8229178152112,305.6902193159574
p108,9,300.205573653725,301.44828129430704
p108,10,293.2191384184049,294.84902808372203
p108,11,286.07598845184333,287.65979114214036
p108,12,278.69978300630896,280.30695413385115
