rb,Month,CI_max_lower,CI_max_upper
p50,1,280.4319686396746,282.33702677028685
p50,2,282.54701110898765,284.8553626792744
p50,3,291.4039993477923,293.1333119171066
p50,4,295.8108094947223,297.2776014425838
p50,5,300.1734334507058,301.45881478326856
p50,6,306.6984287543742,307.80810839048496
p50,7,308.94098293251767,310.0404013801818
p50,8,309.4421528306428,310.63051201239745
p50,9,303.1795765390663,304.41343652149254
p50,10,295.85535094683416,297.32963602950906
p50,11,289.73268264889435,291.22649492336353
p50,12,281.47694811512554,283.1821662572669
