rb,Month,CI_min_lower,CI_min_upper
p81,1,263.50078133840424,265.4659018634482
p81,2,264.54390110882684,266.7463500084765
p81,3,274.06137807801787,276.0526046922076
p81,4,278.9735155694561,280.5679961359255
p81,5,285.29704799205666,286.6142005601134
p81,6,290.7261472305442,291.72906283860647
p81,7,291.8956313781739,292.8327900067226
p81,8,290.1256297415953,291.2222269769502
p81,9,285.7186749475273,287.0584214886863
p81,10,279.42766256228504,280.9318407808314
p81,11,273.66750870636275,275.0920479115667
p81,12,267.20144420441403,268.8938824588915
