rb,Month,CI_max_lower,CI_max_upper
p70,1,267.05708577705224,268.9149636245692
p70,2,269.0450354156912,270.79106808575347
p70,3,280.05388429631853,282.34794828703275
p70,4,287.6766382444097,289.5012588421472
p70,5,294.7449087597727,296.13318074338275
p70,6,300.0810051113478,301.144645655479
p70,7,302.9604232480312,304.2002842753307
p70,8,302.52426058101497,303.6690881893216
p70,9,297.2714465297805,298.6756699270104
p70,10,288.96793322219526,290.73290548773946
p70,11,280.8223767651246,282.47614773774404
p70,12,270.3526129522901,272.01190378369654
