rb,Month,CI_max_lower,CI_max_upper
p37,1,260.54337353086817,262.70249458267995
p37,2,262.14662021988175,264.18158316056935
p37,3,270.86069900261566,272.95940467295986
p37,4,281.50184393915896,283.72447229048845
p37,5,291.0476988091887,292.522131398024
p37,6,296.09646642442766,297.2820965849401
p37,7,300.41966581863466,301.46903402905053
p37,8,300.21244029521387,301.3179719617827
p37,9,294.5774700507667,296.1530413163762
p37,10,283.81830637555436,285.600852885284
p37,11,273.6631707124335,275.48688784640945
p37,12,262.2752933188793,264.0875958469972
