rb,Month,CI_min_lower,CI_min_upper
p11,1,280.71247205078345,281.6932268739477
p11,2,279.9979567219573,280.9155726898074
p11,3,281.42027239733625,282.303491043524
p11,4,282.31093771638285,283.3263956169505
p11,5,284.43055021681624,285.33375085845256
p11,6,287.434246724957,288.331642163932
p11,7,291.34513216002296,292.0223947216976
p11,8,292.2209277273989,293.0061690467946
p11,9,291.06601678615067,292.0168721027382
p11,10,286.9542265432851,288.02373044596226
p11,11,283.8229537866848,284.83671287998175
p11,12,280.18238961308526,281.0907625608277
