rb,Month,CI_min_lower,CI_min_upper
p62,1,272.6498999284801,273.6749710237331
p62,2,274.3938500476366,275.8881205749356
p62,3,279.62777213650196,280.97620351931624
p62,4,283.7370511477878,284.916921553882
p62,5,288.3164053101084,289.2756967964858
p62,6,293.7758680733419,294.19798441679364
p62,7,294.3734815341939,294.7512298666714
p62,8,294.3923466384639,294.86954267713304
p62,9,290.4132431316026,291.23482029042077
p62,10,284.0262869359765,285.32068988704134
p62,11,278.2119401748967,279.460961979656
p62,12,273.6812177666907,274.8552492313828
