rb,Month,CI_min_lower,CI_min_upper
p24,1,262.6303615586018,264.259475033343
p24,2,263.4623878499612,264.9867442949107
p24,3,269.1001896749074,270.46715690300306
p24,4,272.2990602200107,273.4729911596469
p24,5,277.09577151501935,278.24746806479595
p24,6,283.1345972343929,284.17371253124384
p24,7,288.03098596960115,288.6800805826347
p24,8,286.8268534487709,287.5606225978535
p24,9,281.71687912093853,282.6869022012804
p24,10,274.74681694318116,276.0615992311472
p24,11,270.1391132354488,271.5176882788983
p24,12,263.12728143081887,264.76769811309595
