rb,Month,CI_min_lower,CI_min_upper
p130,1,259.6577760897782,261.61529779649464
p130,2,260.4407767804393,262.2225974149555
p130,3,265.90227922590867,267.8312748392163
p130,4,273.834177336289,275.0852686276168
p130,5,280.16184308719346,281.3949233180316
p130,6,285.10627537272154,286.1412731255634
p130,7,288.48103389658843,289.3495927982593
p130,8,287.4250608290308,288.33236184038185
p130,9,283.135120813353,284.3644750603069
p130,10,277.23807190082624,278.5002085050542
p130,11,271.67898109287114,272.94407639282474
p130,12,263.81719474037743,265.45657730381356
