rb,Month,CI_max_lower,CI_max_upper
p114,1,273.8819569051982,275.53436233277046
p114,2,274.9433356810455,276.7400727094381
p114,3,284.82776152196476,286.9076715219381
p114,4,290.4418500897647,292.07592948117366
p114,5,296.04631448765304,297.4363791894317
p114,6,300.9380698650066,301.8824986153181
p114,7,302.63637003674705,303.58337929900995
p114,8,302.61559683665894,303.5033693930435
p114,9,298.42809022769836,299.7622319152365
p114,10,291.0840832417565,292.748365571147
p114,11,283.99306533619756,285.58407585234215
p114,12,276.395675712083,277.90621903005155
