rb,Month,CI_max_lower,CI_max_upper
p48,1,282.903639224117,284.6572803853403
p48,2,284.14306510972517,286.4254988808825
p48,3,292.7161114360049,294.36788239027624
p48,4,297.18197332490865,298.7806126196599
p48,5,301.24492276712726,302.7127434692818
p48,6,307.3133538399907,308.35475741374233
p48,7,306.7467620797579,307.60685695814254
p48,8,307.4063252953506,308.34962971190566
p48,9,302.64446272079056,303.7456234218928
p48,10,296.2971447522917,297.7625865850644
p48,11,290.4381479924232,291.99979996789284
p48,12,282.953038377104,284.7491517323766
