rb,Month,CI_min_lower,CI_min_upper
p92,1,269.8365012858873,271.64739992007793
p92,2,271.1474620513038,273.0372041215021
p92,3,277.8374048643563,279.53794613919666
p92,4,281.5560844222339,283.0977532355282
p92,5,287.1564710038147,288.3084434098708
p92,6,291.8377425587916,292.59959686119197
p92,7,293.0352233500861,293.7354329107835
p92,8,292.23781102268146,293.0659689925379
p92,9,288.36901320232204,289.53596691085824
p92,10,281.33412937710943,282.79479521717417
p92,11,276.2364777638568,277.63006137067055
p92,12,272.3570270717365,273.9890233061826
