rb,Month,CI_min_lower,CI_min_upper
p134,1,258.3676060178186,260.3687545429557
p134,2,259.2078549453023,261.0859100456852
p134,3,264.40139375021874,266.2697514783629
p134,4,272.91597530891704,274.0329684405781
p134,5,279.1655762759526,280.25475899111484
p134,6,284.23781897192686,285.1286286042569
p134,7,287.87422029291247,288.6955930592394
p134,8,287.0258915992699,287.881808521091
p134,9,282.6458467372004,283.7998782396471
p134,10,276.97870945690585,278.1732068596147
p134,11,271.2925359068576,272.56831174015
p134,12,262.9614716827303,264.6111169085597
