rb,Month,CI_min_lower,CI_min_upper
p89,1,272.28356901086397,274.0706259875725
p89,2,273.75915047649147,275.55259774584266
p89,3,279.5515295537003,281.1708712109335
p89,4,282.9449983618715,284.3705405688527
p89,5,288.33590847186446,289.4300330431012
p89,6,293.2232897624311,293.89640467652185
p89,7,294.1516194572736,294.73151394306973
p89,8,293.8217306385241,294.51834292093776
p89,9,290.09420973062686,291.2173236468967
p89,10,282.91431539462457,284.4257068951235
p89,11,277.7918452611164,279.16730169570513
p89,12,274.4876344611624,276.13832461931935
