rb,Month,CI_min_lower,CI_min_upper
p5,1,272.7701612438283,273.85973742694364
p5,2,273.4782098571846,274.4441171505949
p5,3,274.12484688723225,275.0085731886634
p5,4,275.07402335543156,275.98198090651715
p5,5,278.15171857814414,279.0892335668244
p5,6,280.88589215023575,281.7181551434434
p5,7,283.9989896831961,284.7839600136597
p5,8,284.1328031079689,284.9301354380907
p5,9,282.8892538832615,283.7725002548575
p5,10,279.1897697845204,280.0487513392328
p5,11,275.7061388082452,276.8136701849214
p5,12,272.344322087244,273.5238841444094
