rb,Month,CI_max_lower,CI_max_upper
p99,1,277.5846767950298,279.1584297269481
p99,2,278.9867494686585,280.6785675232658
p99,3,285.75989770085727,287.4675619923359
p99,4,291.24302364048276,292.8621202456584
p99,5,296.07933507542657,297.2728891062894
p99,6,300.93046039407074,301.9196114241807
p99,7,302.8593388942126,303.71878401320777
p99,8,302.272406076567,303.0414611908408
p99,9,298.31270577803184,299.4152022953974
p99,10,292.09937225307124,293.5918648680564
p99,11,285.35876584444463,286.59308630015835
p99,12,279.79799638528397,281.26714004148727
