rb,Month,CI_min_lower,CI_min_upper
p51,1,267.7144410177507,269.5605790754604
p51,2,270.076834481284,272.22404400311234
p51,3,278.0592358160559,279.9314733101238
p51,4,282.0254316683572,283.7026673580182
p51,5,287.5841240341056,288.91104010486396
p51,6,293.39539364142195,294.2696215352124
p51,7,294.8126338873024,295.5866973657025
p51,8,293.72314534874766,294.8064131498731
p51,9,288.22084257542724,289.51615251360806
p51,10,281.6045267581978,283.1440919029231
p51,11,276.6512505901721,278.23913849856064
p51,12,270.2115112189637,271.76122126335434
