rb,Month,CI_min_lower,CI_min_upper
p94,1,273.15628451480427,274.8218925715612
p94,2,274.355350922594,275.93921983712363
p94,3,279.2814365135797,280.7435402122758
p94,4,282.53180229737376,283.8470483055535
p94,5,287.8090563632109,288.8391621021962
p94,6,292.5621503462387,293.2619244914946
p94,7,293.8847081453669,294.4779694011672
p94,8,293.77667090923313,294.40419910709426
p94,9,289.850254436737,290.7761108171309
p94,10,283.0851335411501,284.58149921514195
p94,11,277.57897536604787,278.86534882065735
p94,12,275.38691083162854,276.9753769729328
