rb,Month,CI_max_lower,CI_max_upper
p36,1,263.9249725528409,266.0235041401104
p36,2,264.4764047459618,266.33718517621975
p36,3,273.2860080420541,275.5350052783653
p36,4,282.45340735824215,284.66755690153826
p36,5,290.5761401837226,292.1408675299798
p36,6,296.46610340840806,297.7652255301729
p36,7,301.9726899951907,303.13826287934427
p36,8,301.62103111223144,302.8399502252761
p36,9,295.6533103292756,297.2088770282963
p36,10,284.14747719743525,286.05436575976773
p36,11,274.6987764369991,276.6479535306586
p36,12,264.41604321651056,266.28446893303095
