rb,Month,CI_min_lower,CI_min_upper
p54,1,261.67255427848215,263.9051873150795
p54,2,263.8420311404928,266.0979257760809
p54,3,273.3634382273638,275.56968367631106
p54,4,278.50927288122557,280.21763262619686
p54,5,284.7827771279858,286.2070638031271
p54,6,290.7652900062506,291.7850321050593
p54,7,292.4859331668911,293.52554340181644
p54,8,290.5842982997961,291.8831314808553
p54,9,284.6564766408043,286.1306019132541
p54,10,278.6191592038749,280.28291579805
p54,11,272.91298714932833,274.49042450115047
p54,12,264.80239403996904,266.5665272880316
