rb,Month,CI_min_lower,CI_min_upper
p76,1,254.96090186150974,257.3499903624848
p76,2,256.60885192699334,258.9401550372071
p76,3,264.919967983908,267.5324908785103
p76,4,273.4792681646191,274.77319900508763
p76,5,279.962959088444,281.31801402433223
p76,6,285.4040685467764,286.5589505753524
p76,7,287.927022089298,288.9781074512457
p76,8,286.2371582644286,287.3291723109366
p76,9,281.3489470751715,282.64787598094006
p76,10,276.23584786793367,277.5785168161126
p76,11,270.17270173775285,271.5545537350854
p76,12,259.754736331306,261.8510957930751
