rb,Month,CI_max_lower,CI_max_upper
p41,1,269.0948286926322,270.95163430743196
p41,2,271.5402811795373,273.3823718280058
p41,3,282.32178455018135,284.70061923141594
p41,4,289.37611354910274,291.30719450639134
p41,5,296.39038774726,297.902696674587
p41,6,302.45145612903764,303.69822926753693
p41,7,306.0734901815305,307.30110766945245
p41,8,306.28834257843215,307.48593342225485
p41,9,299.51889249809386,300.94487799801794
p41,10,290.3051164996554,292.11294403634616
p41,11,282.077442561668,283.86715283311594
p41,12,271.59205249838396,273.34226918897696
