rb,Month,CI_max_lower,CI_max_upper
p32,1,271.1520219068485,272.8522036280481
p32,2,271.57208064255974,273.139269743839
p32,3,280.1096726672668,282.23779421487615
p32,4,284.1297552292897,286.1150470515189
p32,5,290.7694904102205,292.5569109744253
p32,6,297.44835420387165,299.14529475621566
p32,7,303.11009843108303,304.2108089544899
p32,8,302.5139760421389,303.63094223073017
p32,9,296.71177544942674,298.07983189583985
p32,10,285.723712881248,287.6852255316808
p32,11,279.04029186299505,280.8643605044303
p32,12,271.0531354791045,272.6377618888456
