rb,Month,CI_min_lower,CI_min_upper
p59,1,274.18133860904635,274.9796291328891
p59,2,274.97627241668823,276.20172758331177
p59,3,278.62730660842146,279.72161812276136
p59,4,281.73343746054013,282.76634031723756
p59,5,286.24572741007336,287.169111299604
p59,6,292.4516880372184,293.1004230738926
p59,7,294.66983849106225,295.0877959175398
p59,8,294.9058920281986,295.39346281051115
p59,9,290.62926189802425,291.2971825464202
p59,10,284.962199979304,286.06231614972825
p59,11,278.846958683177,279.95081909460083
p59,12,274.8049480373758,275.73016065827636
