rb,Month,CI_max_lower,CI_max_upper
p109,1,275.65646478832986,277.368447396922
p109,2,277.2037126343545,279.04122288214705
p109,3,286.3713569132041,288.30599020763015
p109,4,291.5215252241573,293.07214953560884
p109,5,296.5275571569248,297.83432135610417
p109,6,301.4946668983736,302.37027287675943
p109,7,302.92809473152084,303.81466410610034
p109,8,303.32090334082636,304.1862123515932
p109,9,299.1253066987718,300.42154879019034
p109,10,292.0708323464649,293.72702161441447
p109,11,285.3097006472137,286.820917512765
p109,12,278.1632042817943,279.7611694149247
