rb,Month,CI_max_lower,CI_max_upper
p26,1,268.81153960543145,269.96601189131457
p26,2,270.28725908758133,271.2573271194616
p26,3,275.6940192938747,277.05180086529265
p26,4,280.3568788880836,281.94127705508
p26,5,287.03201439741025,288.54565198933705
p26,6,294.3458869789427,295.72506331503195
p26,7,299.1602603586206,299.7727995138671
p26,8,298.13286884460024,298.78485284698434
p26,9,293.229699702404,294.15955990884027
p26,10,283.7694418592005,285.2534395045204
p26,11,276.4806478793174,277.9473624276337
p26,12,268.88086314049826,270.1769918065239
