rb,Month,CI_max_lower,CI_max_upper
p33,1,274.73996569826187,276.19192858011985
p33,2,275.9193068714699,277.4391611808249
p33,3,282.75029570825836,284.3968579741271
p33,4,286.4159866863202,287.9775292768681
p33,5,292.087212403399,293.62668001742406
p33,6,299.52342297449957,300.77635373717703
p33,7,302.3911972919441,303.20585161529687
p33,8,301.6394404593776,302.46032530137666
p33,9,296.7558774663743,297.85299002087754
p33,10,288.13267271495397,289.80550204773874
p33,11,281.9217831803683,283.54495904621314
p33,12,274.527902438646,276.1132776350634
