rb,Month,CI_min_lower,CI_min_upper
p88,1,272.43997414958454,274.18108123877033
p88,2,273.87618122250603,275.6496414999913
p88,3,279.957774631472,281.5827886317982
p88,4,283.53361605251683,284.9839855801128
p88,5,288.95532862873233,290.0765029737595
p88,6,293.8217035981225,294.49491844601226
p88,7,294.71660602124194,295.28039541845266
p88,8,294.4520595459354,295.1810108903795
p88,9,290.51273527380965,291.6944967044484
p88,10,283.24961106718564,284.67976338518673
p88,11,278.2261649686745,279.5978532601527
p88,12,274.47814309380334,276.1021106724857
