rb,Month,CI_min_lower,CI_min_upper
p8,1,269.75872644612156,270.8898151436684
p8,2,270.1262928383604,271.1900093536526
p8,3,271.62832711452296,272.6604931333979
p8,4,273.43880269386483,274.6521585135301
p8,5,277.5424678599353,278.83260843500045
p8,6,281.29119348947006,282.41520276428105
p8,7,286.48418898308563,287.3057361469898
p8,8,285.9358388668561,286.81946916624304
p8,9,283.4397346370896,284.4981460797485
p8,10,277.81597316374433,278.9066654065255
p8,11,273.4931367080495,274.7508148486776
p8,12,269.263337192902,270.4390238960542
