rb,Month,CI_max_lower,CI_max_upper
p51,1,278.94177533162593,280.8512919953751
p51,2,281.1803194486925,283.4704658681906
p51,3,290.71137157841605,292.5211499131356
p51,4,294.7179952420725,296.22133082948807
p51,5,299.50940187204014,300.7741266291
p51,6,306.10026348787125,307.10304222874566
p51,7,308.6252698628021,309.7552717106882
p51,8,309.2070822339933,310.39688697335447
p51,9,302.3772540871981,303.67535885188903
p51,10,295.40762807170137,297.00190048571625
p51,11,289.1468879313961,290.70001475092613
p51,12,280.62316404918715,282.3119469060558
