rb,Month,CI_max_lower,CI_max_upper
p85,1,280.4566396633876,282.132194654625
p85,2,282.5146453369695,284.56910545357897
p85,3,290.9234508201142,292.64601665358566
p85,4,295.0671878708276,296.4770595316368
p85,5,300.02046824090405,301.16559813647007
p85,6,305.91638193067865,306.66870028280493
p85,7,307.01047160543794,307.90001283643915
p85,8,307.98507299300104,309.0251022327585
p85,9,302.40329800987485,303.5050246954226
p85,10,295.940896369353,297.44162386147775
p85,11,289.2101471360117,290.72340674818867
p85,12,282.7890701663151,284.3577658671154
