rb,Month,CI_max_lower,CI_max_upper
p28,1,289.7514001140048,290.7692819414972
p28,2,291.5114855725649,292.72005395539566
p28,3,296.4534238702529,297.65121733945375
p28,4,300.10931591406995,301.31936633826695
p28,5,304.4333521893138,305.52965477701235
p28,6,309.7352001367924,310.64502359154847
p28,7,311.3042076274139,311.9859889402601
p28,8,311.0517343213696,311.748112272041
p28,9,308.3213430735313,309.0670680107358
p28,10,301.96556567678755,303.0632876428762
p28,11,295.60204510502535,296.9267062183595
p28,12,288.34605285619114,289.5278877763584
