rb,Month,CI_min_lower,CI_min_upper
p25,1,264.60904917422016,265.9781390416936
p25,2,267.07340570141264,268.24709237235595
p25,3,271.3970484559817,272.6838732316436
p25,4,275.01548145572997,276.2985676933084
p25,5,279.79510222858585,281.04705663480945
p25,6,285.46251616874355,286.7300587970987
p25,7,291.4029172451916,292.00440766732913
p25,8,290.23719286466155,290.98656367281546
p25,9,285.5101956973417,286.4338228182596
p25,10,278.1960615099121,279.48006448014934
p25,11,272.7223131612773,274.13579265418156
p25,12,266.06159572268416,267.5160491412672
