rb,Month,CI_max_lower,CI_max_upper
p123,1,275.75312594443125,277.31733929974206
p123,2,276.58151879057857,278.2553094441456
p123,3,283.89406642604763,285.5982651876851
p123,4,289.7930052477311,291.46743640869363
p123,5,295.4661631201214,296.73925385870194
p123,6,300.3398879819098,301.38622833041904
p123,7,302.8079450740263,303.70681408738096
p123,8,301.8312255573587,302.6797007210388
p123,9,297.6850144764053,298.8458052156707
p123,10,290.9605597278723,292.5179864238634
p123,11,284.024975156154,285.24567397682733
p123,12,278.02347647708905,279.4202164445803
