rb,Month,CI_max_lower,CI_max_upper
p23,1,270.3649427938806,271.8148192798624
p23,2,271.5442192956573,272.83753052838574
p23,3,279.79603378652166,281.8175656684854
p23,4,284.2386739850185,286.16415276591636
p23,5,290.2477663989898,292.0481810427332
p23,6,297.6430646138235,299.31751767819435
p23,7,303.91024152857847,304.9884196732377
p23,8,303.1806370364258,304.2956507423069
p23,9,297.31625281022394,298.65198207243765
p23,10,285.66596086012026,287.69948939172303
p23,11,278.97567726781915,280.74787470906085
p23,12,270.4575156486932,271.9958022434903
