rb,Month,CI_max_lower,CI_max_upper
p44,1,263.4180588583436,265.46982610767697
p44,2,265.6286533400933,267.51887601750553
p44,3,274.27743925900535,276.59198508651167
p44,4,284.5062516965452,286.65057301903846
p44,5,293.1695600722312,294.7679524141838
p44,6,297.9598333694995,299.1965911038217
p44,7,301.4822052753301,302.5221167675346
p44,8,301.06470275882975,302.1686305841073
p44,9,295.70230943472427,297.2664359627681
p44,10,286.28621468403355,288.14949476726895
p44,11,277.72203288560894,279.48217127828735
p44,12,266.4990753278939,268.2738047995029
