rb,Month,CI_max_lower,CI_max_upper
p61,1,286.11925835322006,287.80125262036245
p61,2,288.86061811262414,291.01551781242915
p61,3,295.6637480809141,297.14216686642607
p61,4,300.26421133625314,301.6118103089473
p61,5,303.62400865996125,304.93793736409765
p61,6,308.30322900660974,309.0931883940955
p61,7,307.60479273184603,308.4440258425659
p61,8,308.5439528665744,309.32890064346304
p61,9,303.81849483152286,304.8618911273225
p61,10,299.1173787162388,300.2889969954131
p61,11,293.14342606666855,294.57080744935536
p61,12,287.0718820164493,288.7583257517082
