rb,Month,CI_min_lower,CI_min_upper
p60,1,272.07941761750146,273.2257136991767
p60,2,273.83569676188,275.5079032198076
p60,3,279.73931641418756,281.2312721152558
p60,4,283.85661547162323,285.19333663915717
p60,5,288.84480610307486,289.92182951124556
p60,6,294.67053908875306,295.20423015405476
p60,7,295.47272339971937,295.9199865380758
p60,8,295.25290581847827,295.83925672179106
p60,9,290.50861688865416,291.459819138543
p60,10,283.805824918141,285.1696198196418
p60,11,278.14410482010084,279.4832629358273
p60,12,273.29137366283925,274.5329656371127
