rb,Month,CI_min_lower,CI_min_upper
p118,1,268.2911003146493,269.93288547085564
p118,2,268.9462607932812,270.63913911304905
p118,3,275.4485409877294,277.0742753519655
p118,4,279.74003441975526,281.1782700247703
p118,5,285.12677829935626,286.27296910701364
p118,6,289.5286827583655,290.41826774743794
p118,7,291.18952745298145,291.97717143674856
p118,8,290.7518661939606,291.4428280359739
p118,9,286.719563888336,287.7627494627302
p118,10,280.6063279336115,281.9381221496744
p118,11,275.204864562325,276.48864318474483
p118,12,270.77279676663665,272.36548036848893
