rb,Month,CI_min_lower,CI_min_upper
p26,1,261.94757642393853,263.3923561929384
p26,2,263.4402243032692,264.7147378434949
p26,3,268.13643339647825,269.4598211502666
p26,4,271.0812660253011,272.41817963124635
p26,5,276.0648809350847,277.3140823913815
p26,6,282.10550549399835,283.3409677390725
p26,7,287.680936696327,288.22378154116615
p26,8,286.67876228135356,287.3614205453007
p26,9,282.07217851507073,282.95805198621235
p26,10,274.86898595925743,276.16056290818403
p26,11,269.45319213333875,270.8795117560846
p26,12,262.565182754921,264.0787152744722
